name,phone,email,remark,address,Product Name,Lead Interest,Lead Status,Lead Reference,State,Created By,Assigned To,usercode,createdon,isdeleted
Mrs. Dhruv Brar,8937806482,dhruv.brar762@business.in,Information given price pitched 28k. Client said he will call back.,,Cell Track,Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Pravin Vhatkar,,9/10/2025,0
Mrs. Jeet Wali,+912466083,jeet.wali694@example.com,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Delhi & NCR,Suraj Darade,Suraj Darade,,9/26/2025,0
Mr. Aryan Banerjee,0307077315,aryan.banerjee107@example.com,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,SDR,Medium,Open,Webinar,Punjab,Suraj Darade,Pravin Vhatkar,,9/23/2025,0
Ms. Maanav Singhal,7739665742,maanav.singhal138@business.in,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Marketing,Tamil Nadu,Pravin Vhatkar,Sonal Athawale,,9/18/2025,0
Mr. Yashodhara Madan,8028242164,yashodhara.madan11@mailserver.org,Information given price pitched 33 000. Client said he will call on next week.,,SDR,Medium,Open,Webinar,Tamil Nadu,Pravin Vhatkar,Suraj Darade,,9/20/2025,0
Mrs. Sachi Khare,+912597486,sachi.khare881@business.in,Information given price pitched 28k. Client said he will let us know.,,Cell Track,Medium,Open,Marketing,Gujarat,Pravin Vhatkar,Suraj Darade,,9/21/2025,0
Ms. Nandini Sarin,0592255096,nandini.sarin597@example.com,Information given price pitched 33 000. Client said he will call on next week.,,CDR Analysis Software,Medium,Open,Referral,Goa,Sonal Athawale,Pravin Vhatkar,,9/9/2025,0
Mrs. Aashi Sama,0184914998,aashi.sama175@business.in,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,9/16/2025,0
Ms. Parekh,+918075637,sathvik.parekh79@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Maharashtra ,Suraj Darade,Suraj Darade,,9/19/2025,0
Ms. Irya Dugal,0657805947,irya.dugal367@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,CDR Analysis Software,Medium,Open,Marketing,Tamil Nadu,Suraj Darade,Pravin Vhatkar,,9/24/2025,0
Ms. Bal,0422914239,isaac.bal978@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,CDR Analysis Software,Medium,Open,Website,Gujarat,Suraj Darade,Sonal Athawale,,9/16/2025,0
Mr. Lopa Kashyap,+912489482,lopa.kashyap544@business.in,Information given price pitched 18k. Client said he will call back.,,SDR,High,Open,Referral,Delhi & NCR,Pravin Vhatkar,Pravin Vhatkar,,10/8/2025,0
Mrs. Tejas Raman,+910388943,tejas.raman813@example.com,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/10/2025,0
Ms. Jackson Nagi,8500544256,jackson.nagi879@mailserver.org,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/18/2025,0
Mrs. Elijah Shan,5881640047,elijah.shan110@mailserver.org,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",Medium,Open,Website,Gujarat,Sonal Athawale,Pravin Vhatkar,,9/17/2025,0
Mrs. Ronith Zacharia,0677687061,ronith.zacharia812@business.in,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,SDR,High,Open,Marketing,Uttar Pradesh,Suraj Darade,Sonal Athawale,,9/10/2025,0
Ms. Nitesh Wable,0487271750,nitesh.wable445@business.in,Information given price pitched 28 000. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Goa,Pravin Vhatkar,Pravin Vhatkar,,10/9/2025,0
Mr. Falan Sachdev,4835879843,falan.sachdev964@mailserver.org,Information given price pitched 33k. Client said he will call on next week.,,CDR Analysis Software,High,Open,Marketing,Bihar & Jharkhand,Sonal Athawale,Sonal Athawale,,9/16/2025,0
Mr. Tanvi Maharaj,+917586866,tanvi.maharaj493@mailserver.org,Information given price pitched 28 000. Client said he will call on next week.,,SDR,Medium,Open,Webinar,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,10/3/2025,0
Ms. Aradhana Buch,+911464399,aradhana.buch437@example.com,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,Medium,Open,Marketing,Maharashtra ,Sonal Athawale,Suraj Darade,,10/1/2025,0
Ms. Zansi Panchal,8285405773,zansi.panchal781@example.com,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Goa,Suraj Darade,Sonal Athawale,,9/26/2025,0
Mr. Mitali Parikh,0649016351,mitali.parikh897@business.in,Information given price pitched 33 000. Client said he will call back.,,CDR Analysis Software,Medium,Open,Referral,Tamil Nadu,Suraj Darade,Suraj Darade,,9/27/2025,0
Mr. Unni Goswami,0072537659,unni.goswami716@example.com,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,SDR,High,Open,Marketing,Uttar Pradesh,Pravin Vhatkar,Pravin Vhatkar,,9/28/2025,0
Mr. Rachit Bandi,+913101406,rachit.bandi216@business.in,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Marketing,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/14/2025,0
Mrs. Aarav Ahluwalia,0279432465,aarav.ahluwalia957@business.in,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,SDR,High,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Ms. Aryan Bhavsar,2459237774,aryan.bhavsar794@mailserver.org,Information given price pitched 33k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Gujarat,Suraj Darade,Suraj Darade,,9/10/2025,0
Ms. Aachal Sarraf,0946366030,aachal.sarraf479@business.in,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",High,Open,Webinar,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/14/2025,0
Ms. Tanmayi Mody,8621737567,tanmayi.mody456@mailserver.org,Information given price pitched 28 000. Client said he will let us know.,,CDR Analysis Software,High,Open,Webinar,Karnataka ,Suraj Darade,Sonal Athawale,,9/10/2025,0
Mrs. Rastogi,0351262420,idika.rastogi549@business.in,Information given price pitched 28k. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Marketing,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,10/6/2025,0
Ms. Warinder Madan,0971806454,warinder.madan769@business.in,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Webinar,Tamil Nadu,Sonal Athawale,Suraj Darade,,9/20/2025,0
Ms. Chakradev Tella,0863331543,chakradev.tella168@business.in,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Delhi & NCR,Suraj Darade,Sonal Athawale,,9/19/2025,0
Mr. Robert Doshi,1814353859,robert.doshi301@mailserver.org,Information given price pitched 18k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,9/29/2025,0
Mr. Victor Mann,0390618792,victor.mann510@business.in,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Referral,Delhi & NCR,Sonal Athawale,Pravin Vhatkar,,9/26/2025,0
Ms. Chandresh Lalla,0102508003,chandresh.lalla858@business.in,Information given price pitched 33 000. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Goa,Sonal Athawale,Pravin Vhatkar,,9/27/2025,0
Mr. Lekha Shan,0758518590,lekha.shan754@business.in,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,SDR,High,Open,Webinar,Punjab,Suraj Darade,Suraj Darade,,10/4/2025,0
Ms. Eesha Uppal,4722211702,eesha.uppal461@business.in,Information given price pitched 33 000. Client said he will call on next week.,,SDR,High,Open,Referral,Tamil Nadu,Pravin Vhatkar,Sonal Athawale,,9/12/2025,0
Mrs. Ojas Vasa,0527002634,ojas.vasa435@business.in,Information given price pitched 18k. Client said he will call on next week.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Punjab,Suraj Darade,Sonal Athawale,,10/2/2025,0
Ms. Aahana Gole,0668145904,aahana.gole54@example.com,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,Cell Track,High,Open,Webinar,Goa,Suraj Darade,Pravin Vhatkar,,9/10/2025,0
Mrs. Yochana Naidu,0601832156,yochana.naidu880@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,CDR Analysis Software,High,Open,Webinar,Gujarat,Suraj Darade,Pravin Vhatkar,,10/8/2025,0
Mr. Salvi,3651707298,patrick.salvi430@business.in,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/14/2025,0
Mrs. Varkey,1497402208,viraj.varkey349@example.com,Information given price pitched 33k. Client said he will call back.,,Cell Track,Medium,Open,Marketing,Punjab,Suraj Darade,Pravin Vhatkar,,10/8/2025,0
Mr. Priya Majumdar,+911660076,priya.majumdar282@business.in,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,SDR,Medium,Open,Referral,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/11/2025,0
Ms. Hema Agate,0723852447,hema.agate901@business.in,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Karnataka ,Pravin Vhatkar,Suraj Darade,,9/15/2025,0
Ms. Buch,0948978019,samaksh.buch802@example.com,Information given. Price pitched 28 000. The client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Karnataka ,Pravin Vhatkar,Sonal Athawale,,10/5/2025,0
Mr. Ray,+914991203,nilima.ray489@business.in,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Webinar,Gujarat,Suraj Darade,Sonal Athawale,,9/21/2025,0
Mr. Turvi Talwar,+914173981,turvi.talwar875@example.com,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,SDR,High,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/29/2025,0
Ms. Yauvani Vala,+919805930,yauvani.vala435@mailserver.org,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,SDR,High,Open,Referral,Uttar Pradesh,Pravin Vhatkar,Suraj Darade,,10/8/2025,0
Mrs. Unnati Wable,9503835577,unnati.wable944@mailserver.org,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/15/2025,0
Ms. Saksham Bansal,0917169889,saksham.bansal400@business.in,Information given price pitched 18k. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Website,Maharashtra ,Suraj Darade,Sonal Athawale,,9/29/2025,0
Mrs. Shivansh Khare,+917317653,shivansh.khare653@business.in,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,SDR,Medium,Open,Marketing,Tamil Nadu,Sonal Athawale,Sonal Athawale,,9/17/2025,0
Ms. Hemal Gopal,0913028897,hemal.gopal474@mailserver.org,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,9/10/2025,0
Mrs. Triveni Deo,0790942987,triveni.deo80@business.in,Information given price pitched 28 000. Client said he will call back.,,Cell Track,High,Open,Website,Tamil Nadu,Sonal Athawale,Pravin Vhatkar,,9/24/2025,0
Ms. Varsha Sama,0249763169,varsha.sama233@example.com,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Gujarat,Pravin Vhatkar,Suraj Darade,,10/2/2025,0
Mr. Rishi Parmar,+913604739,rishi.parmar956@example.com,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,Cell Track,Medium,Open,Marketing,Maharashtra ,Suraj Darade,Sonal Athawale,,9/24/2025,0
Mr. Goswami,+913500625,owen.goswami985@example.com,Information given price pitched 18 000. Client said he will call on next week.,,"CDR Analysis Software,SDR",Medium,Open,Website,Delhi & NCR,Sonal Athawale,Sonal Athawale,,10/2/2025,0
Mr. Vihaan Natarajan,1858466560,vihaan.natarajan949@business.in,Information given price pitched 28 000. Client said he will call on next week.,,Cell Track,High,Open,Website,Punjab,Sonal Athawale,Sonal Athawale,,9/24/2025,0
Mrs. Khatri,0915147046,harita.khatri867@business.in,Information given price pitched 18k. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Delhi & NCR,Suraj Darade,Pravin Vhatkar,,9/15/2025,0
Ms. Ekalinga Batta,+910346531,ekalinga.batta590@example.com,Information given price pitched 28 000. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,9/26/2025,0
Ms. Srinivas,0500285346,gavin.srinivas496@example.com,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Website,Karnataka ,Suraj Darade,Suraj Darade,,9/13/2025,0
Mrs. Megha Saraf,0273155092,megha.saraf357@example.com,Information given. Price pitched 33k. The client said he will let us know.,,SDR,High,Open,Referral,Goa,Suraj Darade,Suraj Darade,,10/8/2025,0
Mr. Farhan Viswanathan,+910101154,farhan.viswanathan631@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,CDR Analysis Software,Medium,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Pravin Vhatkar,,9/16/2025,0
Mrs. Kalpit Khalsa,0357105537,kalpit.khalsa779@example.com,Information given. Price pitched 18 000. The client said he will let us know.,,SDR,Medium,Open,Website,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/18/2025,0
Mrs. Jagvi Garde,0063750479,jagvi.garde322@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,Medium,Open,Referral,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,10/6/2025,0
Ms. Ganga Kala,0504132589,ganga.kala193@business.in,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Gujarat,Sonal Athawale,Pravin Vhatkar,,9/12/2025,0
Ms. Lopa Saraf,0738365441,lopa.saraf369@example.com,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Goa,Suraj Darade,Sonal Athawale,,9/29/2025,0
Ms. Samesh Raman,+915239525,samesh.raman899@business.in,Information given price pitched 33 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,9/14/2025,0
Mrs. Yashawini Bhat,0696672197,yashawini.bhat883@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",High,Open,Webinar,Goa,Suraj Darade,Suraj Darade,,9/10/2025,0
Mr. Rohan De,0699181901,rohan.de806@example.com,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Goa,Sonal Athawale,Suraj Darade,,9/28/2025,0
Mr. Hemal Singhal,7081964572,hemal.singhal403@business.in,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Referral,Punjab,Suraj Darade,Pravin Vhatkar,,9/13/2025,0
Mrs. Priya Goda,+913173018,priya.goda362@example.com,Information given price pitched 28k. Client said he will call on next week.,,SDR,Medium,Open,Marketing,Delhi & NCR,Suraj Darade,Sonal Athawale,,10/7/2025,0
Ms. Hema Parmar,5150842094,hema.parmar636@business.in,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Referral,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,9/21/2025,0
Mr. Ridhi Dara,3415548623,ridhi.dara799@mailserver.org,Information given price pitched 18k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,10/2/2025,0
